CurrentlyListed,Name,RFMOName,IMO,NNR,VesselType,GearType,Flag,IRCS,MMSI,GT,DWT,Length,YearOfBuild,Depth,BuiltIn,OwnerName,OperatorName,VesselStatus,IOTC,Reason1,ICCAT,Reason2,IATTC,Reason3,WCPFC,Reason4,CCAMLR,Reason5,SEAFO,Reason6,INTERPOL,Reason7,NEAFC,Reason8,NAFO,Reason9,SPRFMO,Reason10,CCSBT,Reason11,GFCM,Reason12,NPFC,Reason13,SIOFA,Reason14
False,ZHOU YU 641,Zhou Yu 641,8833659,,Fishing Vessel,,Unknown,,,195.000,103,41.000,198300,3.700,"Yantai, Shandong, Yantai Fishing Vessel Shipyard, China, People's Republic Of",Chen Cailong,Chen Cailong,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,ZHOU YU 642,Zhou Yu 642,8833661,,Fishing Vessel,,Unknown,,,195.000,103,41.000,198300,3.700,"Yantai, Shandong, Yantai Fishing Vessel Shipyard, China, People's Republic Of",Chen Cailong,Chen Cailong,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
True,ZHOU YU 651,,,,Fishing Vessel,Lift nets,,,412658989,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHOU YU 652,,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHOU YU 653,,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHOU YU 656,,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHOU YU 657,,,,Fishing Vessel,Lift nets,China,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHOU YU 658,,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHOU YU 659,,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHOU YU 660,,,,,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,ZHOU YU 661,,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
True,"ZHOU YU 808, 舟漁 808",Unknown,,,Fishing Vessel,,China,,,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2019 - ,"A Japanese trawl vessel sighted this fishing vessel indicating its vessel name “ZHOU YU 808” MMSI 412671880, in the Koko seamount area of Convention area at 36°44'N, 171°27'E on August 29, 2018, allegedly conducted fishing for deep sea coral.",2020 - ,Cross-listing
True,"ZHOU YU 809, 舟漁 809",Unknown,,,Fishing Vessel,,China,,,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2019 - ,"A Japanese trawl vessel sighted this fishing vessel indicating its vessel name “ZHOU YU 809” MMSI 412401260, in the Koko seamount area of Convention area at 36°44'N, 171°27'E on August 29, 2018, allegedly conducted fishing for deep sea coral.",2020 - ,Cross-listing
